"hanji","lomaji"
"排練","pâi-liān"
"掖","iā"
"掖秧仔","iā ng-á"
"掖種","iā-tsíng"
"掘","ku̍t"
"掘仔","ku̍t-á"
"掙","tsiānn"
"掛","khuà"
"掛","kuà"
"掛心","khuà-sim"
"掛名","kuà-miâ"
"掛念","kuà-liām"
"掛牌","kuà-pâi"
"掛軸","kuà-ti̍k"
"掛意","kuà-ì"
"掛號","kuà-hō"
"掛慮","kuà-lī"
"掛慮","kuà-lū"
"掛礙","kuà-gāi"
"掜","tau"
"採","tshái"
"採用","tshái-iōng"
"採花蜂","tshái-hue-phang"
"採取","tshái-tshú"
"採納","tshái-la̍p"
"採訪","tshái-hóng"
"採集","tshái-tsi̍p"
"採購","tshái-kòo"
"探","thàm"
"探","thàn"
"探戈","thàn-gòo"
"探究","thàm-kiù"
"探討","thàm-thó"
"探索","thàm-soh"
"探望","thàm-bōng"
"探訪","thàm-hóng"
"探測","thàm-tshik"
"探墓厝","thàm-bōng-tshù"
"探墓厝","thàm-bōo-tshù"
"探親","thàm-tshin"
"探頭","thàm-thâu"
"探聽","thàm-thiann"
"接","tsiap"
"接","tsih"
"接力","tsih-la̍t"
"接手","tsiap-tshiú"
"接任","tsiap-jīm"
"接任","tsiap-līm"
"接收","tsiap-siu"
"接尪","tsih-ang"
"接近","tsiap-kīn"
"接近","tsiap-kūn"
"接見","tsiap-kiàn"
"接受","tsiap-siū"
"接枝","tsiap-ki"
"接待","tsiap-thāi"
"接送","tsiap-sàng"
"接骨","tsiap-kut"
"接神","tsih-sîn"
"接班","tsiap-pan"
"接納","tsiap-la̍p"
"接接","tsih-tsiap"
"接喙","tsiap-tshuì"
"接單","tsiap-tuann"
"接掌","tsiap-tsióng"
"接替","tsiap-thè"
"接替","tsiap-thuè"
"接跤","tsiap-kha"
"接載","tsih-tsài"
"接管","tsiap-kuán"
"接觸","tsiap-tshiok"
"接續","tsiap-sio̍k"
"控","khàng"
"控","khòng"
"控告","khòng-kò"
"控制","khòng-tsè"
"控訴","khòng-sòo"
"控管","khòng-kuán"
"推","the"
"推","thui"
"推","tshui"
"推出","thui-tshut"
"推行","thui-hîng"
"推展","thui-tián"
"推捒","the-sak"
"推案","thui-àn"
"推動","thui-tōng"
"推進","thui-tsìn"
"推測","thui-tshik"
"推廣","thui-kóng"
"推算","thui-sǹg"
"推撨","tshui-tshiâu"
"推銷","thui-siau"
"推論","thui-lūn"
"推舉","thui-kí"
"推舉","thui-kú"
"推薦","thui-tsiàn"
"推翻","thui-huan"
"推辭","the-sî"
"掩","am"
"掩","iám"
"掩","ng"
"掩","om"
"掩來扯去","am-lâi-tshé-khì"
"掩咯雞","ng-ko̍k-ke"
"掩咯雞","ng-ko̍k-kue"
"掩崁","am-khàm"
"掩掩揜揜","ng-ng-iap-iap"
"掩護","iám-hōo"
"措","tshòo"
"措施","tshòo-si"
"掮","khainn"
"描","biâu"
"描","biô"
"描述","biâu-su̍t"
"描寫","biô-siá"
"描繪","biâu-huē"
"敏","bín"
"敏豆","bín-tāu"
"敏捷","bín-tsia̍t"
"敏感","bín-kám"
"救","kiù"
"救人","kiù-lâng"
"救火","kiù-hé"
"救火","kiù-hué"
"救世主","kiù-sè-tsú"
"救兵","kiù-ping"
"救助","kiù-tsōo"
"救災","kiù-tsai"
"救命","kiù-miā"
"救治","kiù-tī"
"救星","kiù-tshenn"
"救星","kiù-tshinn"
"救援","kiù-uān"
"救濟","kiù-tsè"
"救護","kiù-hōo"
"救護車","kiù-hōo-tshia"
"救贖","kiù-sio̍k"
"敗","pāi"
"敗市","pāi-tshī"
"敗血症","pāi-hueh-tsìng"
"敗血症","pāi-huih-tsìng"
"敗害","pāi-hāi"
"敗家","pāi-ke"
"敗馬","pāi-bé"
"敗腎","pāi-sīn"
"敗價","pāi-kè"
"敗壞","pāi-huāi"
"敗露","pāi-lōo"
"敗欉","pāi-tsâng"
"敘","sū"
"敘事","sū-sū"
"敘述","sū-su̍t"
"教","kà"
"教","kàu"
"教冊","kà-tsheh"
"教示","kà-sī"
"教廷","Kàu-tîng"
"教改","kàu-kái"
"教材","kàu-tsâi"
"教具","kàu-kū"
"教宗","Kàu-tsong"
"教官","kàu-kuann"
"教法","kà-huat"
"教育","kàu-io̍k"
"教室","kàu-sik"
"教科文","kàu-kho-bûn"
"教科書","kàu-kho-su"
"教務","kàu-bū"
"教員","kàu-uân"
"教師","kàu-su"
"教條","kàu-tiâu"
"教訓","kàu-hùn"
"教堂","kàu-tn̂g"
"教授","kàu-siū"
"教會","kàu-huē"
"教養","kàu-ióng"
"教導","kàu-tō"
"教豬教狗，不如家己走。","Kà ti kà káu, put-jû ka-kī tsáu."
"教練","kàu-liān"
"教學","kàu-ha̍k"
"教職","kàu-tsit"
"教職員","kàu-tsit-uân"
"敝","pè"
"敝","pē"
"敢","kám"
"敢","kánn"
"敢毋是","kám m̄ sī"
"敢有","kám ū"
"敢死","kánn-sí"
"敢若","kánn-ná"
"敢是","kám-sī"
"敢是","kánn-sī"
"敢通","kám thang"
"敢做匏桸，就毋通驚水燙。","Kánn tsò pû-hia, tō m̄-thang kiann tsuí thǹg."
"敢講","kám-kóng"
"斜","siâ"
"斜","tshiâ"
"斜","tshua̍h"
"斜目","tshiâ-ba̍k"
"斜角","tshua̍h-kak"
"斜視","siâ-sī"
"斬","tsám"
"斬","tsánn"
"斬稻仔尾","tsánn-tiū-á-bé"
"斬稻仔尾","tsánn-tiū-á-bué"
"旋","suan"
"旋","suân"
"旋","tsn̄g"
"旋律","suân-lu̍t"
"旋藤","suan-tîn"
"族","tso̍k"
"族人","tso̍k-jîn"
"族人","tso̍k-lîn"
"族群","tso̍k-kûn"
"族親","tso̍k-tshin"
"族譜","tso̍k-phóo"
"晚","buán"
"晚","mńg"
"晚冬","mńg-tang"
"晚安","buán-an"
"晝","tàu"
"晝","tiù"
"晡","poo"
"晨","sîn"
"曹","tsô"
"曹","Tsô"
"曼","bān"
"望","bāng"
"望","bōng"
"望冬","bāng-tang"
"望古","Bōng-kóo"
"望安鄉","Bāng-uann-hiong"
"望遠鏡","bōng-uán-kiànn"
"桮","pue"
"桱","kènn"
"桱","kìnn"
"桱仔","kènn-á"
"桱仔","kìnn-á"
"桶","tháng"
"桶仔","tháng-á"
"桶柑","tháng-kam"
"桶捾","tháng-kuānn"
"桶筍","tháng-sún"
"桶蓋","tháng-kuà"
"桶箍","tháng-khoo"
"桶盤","tháng-puânn"
"桷","kak"
"桷仔","kak-á"
"桸","hia"
"桿","kuáinn"
"梅","m̂"
"梅","muê"
"梅","muî"
"梅","Muî"
"梅山鄉","Muî-san-hiong"
"梅仔","m̂-á"
"梅仔","muê-á"
"梅仔坑","Muê-á-khenn"
"梅仔茶","muê-á-tê"
"梅仔餅","m̂-á-piánn"
"梅仔餅","muê-á-piánn"
"梅花","muî-hue"
"梅毒","muî-to̍k"
"梓官區","Tsú-kuann-khu"
"梔","ki"
"梗","kénn"
"梗","kíng"
"梘尾","Kíng-bé"
"梘尾","Kíng-bué"
"梟","hiau"
"梟雄","hiau-hiông"
"梢","sau"
"梢梢","sau-sau"
"梢聲","sau-siann"
"梧","ngôo"
"梧桐","ngôo-tông"
"梧棲區","Gôo-tshe-khu"
"梭","so"
"梯","the"
"梯","thui"
"梯次","the-tshù"
"械","hāi"
"梳","se"
"梳","sue"
"梳妝打扮","se-tsng-tánn-pān"
"梳妝打扮","sue-tsng-tánn-pān"
"梳頭","se-thâu"
"梳頭","sue-thâu"
"梵","huān"
"梵文","Huān-bûn"
"欲","beh"
"欲","bueh"
"欲","io̍k"
"欲好額等後世，欲做官學做戲。","Beh hó-gia̍h tán āu-sì, beh tsò-kuann o̍h tsò-hì."
"欲死","beh-sí"
"欲死","bueh-sí"
"欲死欲活","beh-sí-beh-ua̍h"
"欲死欲活","bueh-sí-bueh-ua̍h"
"欲呢","beh-nî"
"欲呢","bueh-nî"
"欲知","beh-tsai"
"欲知","bueh-tsai"
"欲晝仔","beh-tàu-á"
"欲晝仔","bueh-tàu-á"
"欲望","io̍k-bōng"
"欲暗仔","beh-àm-á"
"欲暗仔","bueh-àm-á"
"欶","suh"
"欶水","suh tsuí"
"欶奶","suh ling"
"欶奶","suh ni"
"欶管","suh-kóng"
"欸","eh"
"毫","hô"
"毫","hôo"
"毫米","hô-bí"
"毫克","hô-khik"
"毬","kiû"
"涯","gâi"
"液","i̍k"
"液","sio̍h"
"液體","i̍k-thé"
"涵","âm"
"涵","hâm"
"涵空","âm-khang"
"涵空龜","âm-khang-ku"
"涵溝","âm-kau"
"涵蓋","hâm-kài"
"涸","khok"
"涼","liâng"
"涼","niû"
"涼水","liâng-tsuí"
"涼的","liâng--ê"
"涼亭","liâng-tîng"
"涼風","liâng-hong"
"涼傘","niû-suànn"
"涼傘雖破，骨格原在。","Niû-suànn sui phuà, kut-keh guân-tsāi."
"涼腔","liâng-khiang"
"涼勢","liâng-sè"
"淇","kî"
"淑","siok"
"淑女","siok-lí"
"淑女","siok-lú"
"淒","tshe"
"淒涼","tshe-liâng"
"淘","tô"
"淘井","tô-tsénn"
"淘井","tô-tsínn"
"淘汰","tô-thài"
"淡","tām"
"淡","tānn"
"淡化","tām-huà"
"淡水","Tām-tsuí"
"淡水","Tām-tsuí"
"淡水行政中心","Tām-tsuí Hîng-tsìng Tiong-sim"
"淡水河","Tām-tsuí-hô"
"淡水區","Tām-tsuí-khu"
"淡水漁人碼頭","Tām-tsuí Hî-jîn Bé-thâu"
"淡江大學","Tām-kang Tāi-ha̍k"
"淡金北新","Tām-kim Pak-sin"
"淡金鄧公","Tām-kim Tīng-kong"
"淡海新市鎮","Tām-hái Sin-tshī-tìn"
"淡薄","tām-po̍h"
"淡薄仔","tām-po̍h-á"
"淨","tsīng"
"淨化","tsīng-huà"
"淨利","tsīng-lī"
"淨香","tsīng-hiunn"
"淫","îm"
"淫亂","îm-luān"
"淮","huâi"
"淮山","huâi-san"
"深","tshim"
"深入","tshim-ji̍p"
"深入","tshim-li̍p"
"深山林內","tshim-suann-nâ-lāi"
"深井","tshim-tsénn"
"深井","tshim-tsínn"
"深目","tshim-ba̍k"
"深交","tshim-kau"
"深色","tshim-sik"
"深坑","tshim-khenn"
"深坑","tshim-khinn"
"深坑區","Tshim-khinn-khu"
"深沉","tshim-tîm"
"深刻","tshim-khik"
"深夜","tshim-iā"
"深度","tshim-tōo"
"深造","tshim-tsō"
"深情","tshim-tsîng"
"深深","tshim-tshim"
"深淺","tshim-tshián"
"深遠","tshim-uán"
"深層","tshim-tsân"
"深澳線","Tshim-ò-suànn"
"深緣","tshim-iân"
"混","hūn"
"混合","hūn-ha̍p"
"混亂","hūn-luān"
"淹","im"
"淹大水","im-tuā-tsuí"
"淹水","im-tsuí"
"淹死","im--sí"
"淺","khín"
"淺","tshián"
"淺色","tshián-sik"
"淺見","tshián-kiàn"
"淺拖仔","tshián-thua-á"
"淺眠","tshián-bîn"
"淺想","tshián-siūnn"
"淺緣","tshián-iân"
"添","thiam"
"添","thinn"
"添丁","thiam-ting"
"添油香","thiam-iû-hiunn"
"添粧","thiam-tsng"
"添話","thinn-uē"
"添福壽","thiam-hok-siū"
"添飯","thinn-pn̄g"
"清","tshing"
"清","tshinn"
"清心","tshing-sim"
"清水","tshing-tsuí"
"清水","Tshing-tsuí"
"清水區","Tshing-tsuí-khu"
"清水溪","Tshing-tsuí-khe"
"清水巖","Tshing-tsuí-giâm"
"清火","tshing-hé"
"清火","tshing-hué"
"清代","Tshing-tāi"
"清白","tshing-pi̍k"
"清秀","tshing-siù"
"清芳","tshing-phang"
"清明","tshing-bîng"
"清明","tshinn-miâ"
"清明無轉厝，無祖；過年無轉厝，無某。","Tshing-bîng bô tńg tshù, bô tsóo; kuè-nî bô tńg tshù, bô bóo."
"清幽","tshing-iu"
"清查","tshing-tsa"
"清洗","tshing-sé"
"清洗","tshing-sué"
"清除","tshing-tû"
"清茶","tshing-tê"
"清氣","tshing-khì"
"清氣相","tshing-khì-siùnn"
"清真寺","tshing-tsin-sī"
"清酒","tshing-tsiú"
"清彩","tshing-tshái"
"清掃","tshing-sàu"
"清涼","tshing-liâng"
"清淨","tshing-tsīng"
"清爽","tshing-sóng"
"清理","tshing-lí"
"清單","tshing-tuann"
"清寒","tshing-hân"
"清運","tshing-ūn"
"清閒","tshing-îng"
"清新","tshing-sin"
"清楚","tshing-tshó"
"清廉","tshing-liâm"
"清飯","tshing-pn̄g"
"清算","tshing-suàn"
"清潔","tshing-kiat"
"清數","tshing-siàu"
"清醒","tshing-tshénn"
"清醒","tshing-tshínn"
"清糜","tshing-bê"
"清糜","tshing-muê"
"烰","phû"
"烹","phing"
"焐","ù"
"焗","ko̍k"
"爽","sńg"
"爽","sóng"
"爽快","sóng-khuài"
"爽歪歪","sóng-uainn-uainn"
"牽","khan"
"牽","khian"
"牽亡","khan-bông"
"牽公","khan-kong"
"牽引","khan-ín"
"牽手","khan-tshiú"
"牽牛","khan-gû"
"牽成","khan-sîng"
"牽尪姨","khan-ang-î"
"牽尪姨，順話尾。","Khan ang-î, sūn uē-bué."
"牽車","khan-tshia"
"牽抾","khan-khioh"
"牽拖","khan-thua"
"牽的","khan--ê"
"牽師仔","khan sai-á"
"牽挽","khan-bán"
"牽核仔","khan-ha̍t-á"
"牽涉","khan-sia̍p"
"牽粉","khan-hún"
"牽罟","khan-koo"
"牽連","khan-liân"
"牽教","khan-kà"
"牽猴仔","khan-kâu-á"
"牽絲","khan-si"
"牽線","khan-suànn"
"牽豬哥","khan-ti-ko"
"牽豬哥","khan-tu-ko"
"牽龜落湳","khan-ku-lo̍h-làm"
"牽藤","khan-tîn"
"牽羹","khan-kenn"
"牽羹","khan-kinn"
"牽羅經","khan-lô-kenn"
"牽羅經","khan-lô-kinn"
"犁","lê"
"犁田","lê-tshân"
"犁頭店","Lê-thâu-tiàm"
"猊","jî"
"猊","lî"
"猖","tshiong"
"猛","bíng"
"猛","mé"
"猛火","mé-hé"
"猛火","mé-hué"
"猛將","bíng-tsiòng"
"猛掠","mé-lia̍h"
"猛禽","bíng-khîm"
"猛醒","mé-tshénn"
"猛醒","mé-tshínn"
"猛獸","bíng-siù"
"猜","tshai"
"猜想","tshai-sióng"
"猜疑","tshai-gî"
"猫","bâ"
"猫仔","bâ-á"
"現","hiàn"
"現","hiān"
"現今","hiān-kim"
"現世","hiān-sì"
"現代","hiān-tāi"
"現任","hiān-jīm"
"現任","hiān-līm"
"現成","hiān-sîng"
"現有","hiān-iú"
"現此時","hiān-tshú-sî"
"現身","hiàn-sin"
"現拄現","hiān-tú-hiān"
"現況","hiān-hóng"
"現金","hiān-kim"
"現狀","hiān-tsōng"
"現胸","hiàn-hing"
"現流仔","hiān-lâu-á"
"現現","hiān-hiān"
"現象","hiān-siōng"
"現場","hiān-tiûnn"
"現實","hiān-si̍t"
"球","kiû"
"球友","kiû-iú"
"球技","kiû-ki"
"球季","kiû-kuì"
"球迷","kiû-bê"
"球員","kiû-uân"
"球桮","kiû-pue"
"球隊","kiû-tuī"
"球場","kiû-tiûnn"
"球間","kiû-king"
"球團","kiû-thuân"
"球箠","kiû-tshê"
"球箠","kiû-tshuê"
"球鞋","kiû-ê"
"球鞋","kiû-uê"
"球賽","kiû-sài"
"球類","kiû-luī"
"甜","tinn"
"甜瓜","tinn-kue"
"甜言蜜語","tinn-giân-bi̍t-gí"
"甜言蜜語","tinn-giân-bi̍t-gú"
"甜豆","tinn-tāu"
"甜茶","tinn-tê"
"甜粅粅","tinn-but-but"
"甜湯","tinn-thng"
"甜路","tinn-lōo"
"甜粿","tinn-ké"
"甜粿","tinn-kué"
"甜蜜","tinn-bi̍t"
"產","sán"
"產生","sán-sing"
"產地","sán-tē"
"產地","sán-tuē"
"產房","sán-pâng"
"產物","sán-bu̍t"
"產品","sán-phín"
"產能","sán-lîng"
"產婆","sán-pô"
"產婦","sán-hū"
"產量","sán-liōng"
"產業","sán-gia̍p"
"產銷","sán-siau"
"疵","tshû"
"痔","tī"
"痔瘡","tī-tshng"
"痕","hûn"
"痕跡","hûn-jiah"
"痕跡","hûn-liah"
"盒","a̍h"
"盒","a̍p"
"盒仔","a̍p-á"
"盒仔餅","a̍p-á-piánn"
"盔","khue"
"盛","siānn"
"盛","sīng"
"盛","Sīng"
"盛大","sīng-tāi"
"盛會","sīng-huē"
"眯","bî"
"眵","tshuh"
"眵目","tshuh-ba̍k"
"眵眵","tshuh-tshuh"
"眷","kuàn"
"眷村","kuàn-tshun"
"眷屬","kuàn-sio̍k"
"眼","gán"
"眼","gíng"
"眼力","gán-li̍k"
"眼光","gán-kong"
"眼前","gán-tsiân"
"眼科","gán-kho"
"眼神","gán-sîn"
"眼壓","gán-ap"
"眾","tsìng"
"眾","tsiòng"
"眾人","tsìng-lâng"
"眾生","tsiòng-sing"
"眾多","tsiòng-to"
"眾神","tsiòng-sîn"
"硃","tsu"
"硃砂痣","tsu-se-kì"
"硓","lóo"
"硓𥑮石","lóo-kóo-tsio̍h"
"票","phiàu"
"票","phiò"
"票券","phiò-kǹg"
"票房","phiò-pâng"
"票價","phiò-kè"
"票選","phiò-suán"
"票據","phiò-kì"
"票據","phiò-kù"
"祭","tsè"
"祭文","tsè-bûn"
"祭祀","tsè-sū"
"祭典","tsè-tián"
"祭孤","tsè-koo"
"祭拜","tsè-pài"
"祭品","tsè-phín"
"祭祖","tsè-tsóo"
"祭墓","tsè-bōng"
"祭墓","tsè-bōo"
"祭獻","tsè-hiàn"
"移","î"
"移民","î-bîn"
"移交","î-kau"
"移居","î-ku"
"移送","î-sàng"
"移師","î-su"
"移動","î-tōng"
"移徙","î-suá"
"移轉","î-tsuán"
"窒","that"
"窒仔","that-á"
"窒車","that-tshia"
"窒倒街","that-tó-ke"
"窒倒街","that-tó-kue"
"窒喙空","that-tshuì-khang"
"窕","thiáu"
"竟","kìng"
"竟然","kìng-jiân"
"竟然","kìng-liân"
"章","tsiong"
"章","tsiunn"
"章","Tsiunn"
"章程","tsiong-thîng"
"章節","tsiong-tsiat"
"笙","sing"
"笛","ta̍t"
"笛","ti̍k"
"笛仔","ta̍t-á"
"符","hû"
"符","Hû"
"符仔","hû-á"
"符合","hû-ha̍p"
"符咒","hû-tsiù"
"符號","hû-hō"
"符碼","hû-má"
"笨","pūn"
"笨港","Pùn-káng"
"笨跤笨手","pūn-kha-pūn-tshiú"
"第","tē"
"第一","tē-it"
"第二春","tē-jī-tshun"
"第二春","tē-lī-tshun"
"第三者","tē-sann-tsiá"
"第四台","tē-sì-tâi"
"笱","kô"
"粕","phoh"
"粕","phok"
"粕粕","phoh-phoh"
"粗","tshoo"
"粗人","tshoo-lâng"
"粗工","tshoo-kang"
"粗布","tshoo-pòo"
"粗用","tshoo-īng"
"粗坯","tshoo-phe"
"粗坯","tshoo-phue"
"粗俗","tshoo-sio̍k"
"粗俗物仔","tshoo-sio̍k-mih-á"
"粗俗貨","tshoo-sio̍k-hè"
"粗俗貨","tshoo-sio̍k-huè"
"粗勇","tshoo-ióng"
"粗穿","tshoo-tshīng"
"粗重","tshoo-tāng"
"粗瓷","tshoo-huî"
"粗紙","tshoo-tsuá"
"粗桶","tshoo-tháng"
"粗淺","tshoo-tshián"
"粗菜便飯","tshoo-tshài piān-pn̄g"
"粗殘","tshoo-tshân"
"粗飽","tshoo-pá"
"粗魯","tshoo-lóo"
"粗糠","tshoo-khng"
"紩","thīnn"
"紩衫","thīnn-sann"
"紬","thiu"
"紮","tsah"
"紮","tsap"
"紮","tsat"
"紮布","tsah-pòo"
"紮錢","tsah tsînn"
"細","sè"
"細","suè"
"細囝","sè-kiánn"
"細囝","suè-kiánn"
"細位","sè-uī"
"細位","suè-uī"
"細叔","sè-tsik"
"細叔","suè-tsik"
"細姑仔","sè-koo-á"
"細姑仔","suè-koo-á"
"細的","sè--ê"
"細的","suè--ê"
"細空毋補，大空叫苦。","Sè khang m̄ póo, tuā khang kiò-khóo."
"細姨","sè-î"
"細姨","suè-î"
"細胞","sè-pau"
"細胞","suè-pau"
"細部","sè-pōo"
"細部","suè-pōo"
"細菌","sè-khún"
"細菌","suè-khún"
"細粒子","sè-lia̍p-tsí"
"細粒子","suè-lia̍p-tsí"
"細節","sè-tsiat"
"細節","suè-tsiat"
"細漢","sè-hàn"
"細漢","suè-hàn"
"細漢偷挽匏，大漢偷牽牛。","Sè-hàn thau bán pû, tuā-hàn thau khan gû."
"細漢煩惱伊袂大，大漢煩惱伊未娶。","Sè-hàn huân-ló i bē tuā, tuā-hàn huân-ló i buē tshuā."
"細膩","sè-jī"
"細膩","suè-lī"
"細聲","sè-siann"
"細聲","suè-siann"
"紲","suà"
"紲手","suà-tshiú"
"紲拍","suà-phah"
"紲喙","suà-tshuì"
"紲喙尾","suà-tshuì-bé"
"紲喙尾","suà-tshuì-bué"
"紲落去","suà--lo̍h-khì"
"紲落來","suà--lo̍h-lâi"
"紳","sin"
"紳士","sin-sū"
"紹","siāu"
"紹介","siāu-kài"
"紹興酒","siāu-hing-tsiú"
"紺","khóng"
"紺色","khóng-sik"
"終","tsiong"
"終年","tsiong-nî"
"終身","tsiong-sin"
"終其尾","tsiong-kî-bé"
"終其尾","tsiong-kî-bué"
"終於","tsiong-î"
"終結","tsiong-kiat"
"終點","tsiong-tiám"
"絃","hiân"
"絃仔","hiân-á"
"組","tsoo"
"組件","tsoo-kiānn"
"組合","tsoo-ha̍p"
"組成","tsoo-sîng"
"組別","tsoo-pia̍t"
"組長","tsoo-tiúnn"
"組頭","tsoo-thâu"
"組織","tsoo-tsit"
"絆","puàn"
"絆","puànn"
"缽","puah"
"缽","puat"
"翎","līng"
"習","si̍p"
"習慣","si̍p-kuàn"
"耞","kénn"
"耞","kínn"
"耞仔","kénn-á"
"耞仔","kínn-á"
"聊","liâu"
"聊聊仔","liâu-liâu-á"
"脣","tûn"
"脫","thuah"
"脫","thuat"
"脫","thut"
"脫","thu̍t"
"脫手","thuat-tshiú"
"脫水","thuat-tsuí"
"脫衣舞","thuat-i-bú"
"脫走","thuat-tsáu"
"脫身","thuat-sin"
"脫種","thuat-tsíng"
"脫箠","thut-tshê"
"脫箠","thut-tshuê"
"脫線","thuat-suànn"
"脫輪","thu̍t-lûn"
"脫離","thuat-lī"
"脬","pha"
"脯","póo"
"脯脯","póo-póo"
"脰","tāu"
"舂","tsing"
"舂米","tsing-bí"
"舂臼","tsing-khū"
"舵","tāi"
"舵","tō"
"舵","tuā"
"舵公","tāi-kong"
"舷","hiân"
"船","tsûn"
"船主","tsûn-tsú"
"船仔","tsûn-á"
"船尾","tsûn-bé"
"船尾","tsûn-bué"
"船長","tsûn-tiúnn"
"船員","tsûn-uân"
"船隻","tsûn-tsiah"
"船桮","tsûn-pue"
"船過水無痕。","Tsûn kuè tsuí bô hûn."
"船期","tsûn-kî"
"船廠","tsûn-tshiúnn"
"船艙","tsûn-tshng"
"船頭","tsûn-thâu"
"莿","tshì"
"莿桐","tshì-tông"
"莿桐巷","Tshì-tông-hāng"
"莿桐鄉","Tshì-tông-hiong"
"菁","tshenn"
"菁","tshinn"
"菁","tsing"
"菁仔","tshenn-á"
"菁仔","tshinn-á"
"菁仔欉","tshenn-á-tsâng"
"菁仔欉","tshinn-á-tsâng"
"菁英","tsing-ing"
"菁桐","Tshinn-tông"
"菅","kuann"
"菅芒","kuann-bâng"
"菅草","kuann-tsháu"
"菅蓁","kuann-tsin"
"菇","koo"
"菊","kak"
"菊","kiok"
"菊花","kiok-hue"
"菖","tshiong"
"菖蒲","tshiong-pôo"
"菜","tshài"
"菜刀","tshài-to"
"菜子","tshài-tsí"
"菜子油","tshài-tsí-iû"
"菜心","tshài-sim"
"菜包","tshài-pau"
"菜市仔","tshài-tshī-á"
"菜市仔名","tshài-tshī-á-miâ"
"菜瓜","tshài-kue"
"菜瓜布","tshài-kue-pòo"
"菜瓜蒲","tshài-kue-pôo"
"菜瓜摖","tshài-kue-tshè"
"菜色","tshài-sik"
"菜宅","tshài-the̍h"
"菜尾","tshài-bé"
"菜尾","tshài-bué"
"菜花","tshài-hue"
"菜豆","tshài-tāu"
"菜姑","tshài-koo"
"菜底","tshài-té"
"菜底","tshài-tué"
"菜店","tshài-tiàm"
"菜店查某","tshài-tiàm-tsa-bóo"
"菜油","tshài-iû"
"菜股","tshài-kóo"
"菜架仔","tshài-kè-á"
"菜桌","tshài-toh"
"菜砧","tshài-tiam"
"菜配","tshài-phè"
"菜配","tshài-phuè"
"菜堂","tshài-tn̂g"
"菜脯","tshài-póo"
"菜脯米","tshài-póo-bí"
"菜脯簽","tshài-póo-tshiam"
"菜販仔","tshài-huàn-á"
"菜鳥","tshài-tsiáu"
"菜鳥仔","tshài-tsiáu-á"
"菜單","tshài-tuann"
"菜湯","tshài-thng"
"菜園","tshài-hn̂g"
"菜粽","tshài-tsàng"
"菜蔬","tshài-se"
"菜寮","Tshài-liâu"
"菜燕","tshài-iàn"
"菜頭","tshài-thâu"
"菜頭粿","tshài-thâu-ké"
"菜頭粿","tshài-thâu-kué"
"菜鴨","tshài-ah"
"菜館","tshài-kuán"
"菜擴","tshài-khok"
"菜鴿目","tshài-kap-ba̍k"
"菜蟲","tshài-thâng"
"菜蟲食菜，菜跤死。","Tshài thâng tsia̍h tshài, tshài-kha sí."
"菜蟳","tshài-tsîm"
"菜櫥","tshài-tû"
"菜礤","tshài-tshuah"
"菜籃","tshài-nâ"
"菜鹹","tshài-kiâm"
"菝","pa̍t"
"菝","pua̍t"
"菝仔","pua̍t-á"
"菝仔票","pa̍t-á-phiò"
"菠","pe"
"菠","po"
"菠","pue"
"菠薐仔","pe-lîng-á"
"菠薐仔","pue-lîng-á"
"菩","phôo"
"菩提樹","phôo-thê-tshiū"
"菩薩","phôo-sat"
"菲","hui"
"菲","huí"
"萄","tô"
"萊","lâi"
"萍","phîng"
"萎","ui"
"萎","uí"
"萵","e"
"萵","ue"
"萵仔菜","e-á-tshài"
"萵仔菜","ue-á-tshài"
"著","tio̍h"
"著","tio̍k"
"著","to̍h"
"著","tù"
"著水蛆","tio̍h-tsuí-tshi"
"著水蛆","tio̍h-tsuí-tshu"
"著火","to̍h-hé"
"著火","to̍h-hué"
"著生驚","tio̍h-tshenn-kiann"
"著生驚","tio̍h-tshinn-kiann"
"著囝甘","tio̍h-kiánn-kam"
"著作","tù-tsok"
"著災","tio̍h-tse"
"著咳嗾","tio̍h-ka-tsa̍k"
"著急","tio̍h-kip"
"著時","tio̍h-sî"
"著病","tio̍h-pēnn"
"著病","tio̍h-pīnn"
"著寒熱仔","tio̍h kuânn-jia̍t-á"
"著寒熱仔","tio̍h kuânn-lia̍t-á"
"著猴","tio̍h-kâu"
"著痧","tio̍h-sua"
"著傷","tio̍h-siong"
"著愛","tio̍h-ài"
"著賊偷","tio̍h-tsha̍t-thau"
"著銃","tio̍h-tshìng"
"著獎","tio̍h-tsiáng"
"著獎","tio̍h-tsióng"
"著頭","tio̍h-thâu"
"著蟲","tio̍h-thâng"
"著觸","tio̍h-tak"
"著驚","tio̍h-kiann"
"處","tshú"
"處","tshù"
"處女","tshú-lí"
"處女","tshú-lú"
"處方","tshú-hng"
"處份","tshú-hūn"
"處長","tshù-tiúnn"
"處理","tshú-lí"
"處暑","tshù-sú"
"處置","tshú-tì"
"處境","tshú-kíng"
"處罰","tshú-hua̍t"
"蚵","ô"
"蚵仔","ô-á"
"蚵仔煎","ô-á-tsian"
"蚵仔麵線","ô-á-mī-suànn"
"蚵炱","ô-te"
"蚶","ham"
"蚶仔","ham-á"
"蚻","tsua̍h"
"蛀","tsiù"
"蛀","tsù"
"蛀鼻","tsiù-phīnn"
"蛀齒","tsiù-khí"
"蛀龜仔","tsiù-ku-á"
"蛀蟲","tsiù-thâng"
"蛄","koo"
"蛆","tshi"
